VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspended To Memory,Suspend time,Suspend Interval,Creation date,Change Version,CPUs,Overall Cpu Readiness,Memory,Active Memory,NICs,Disks,Total disk capacity MiB,Fixed Passthru HotPlug,min Required EVC Mode Key,Latency Sensitivity,Op Notification Timeout,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder ID,Folder,vApp,DAS protection,FT State,FT Role,FT Latency,FT Bandwidth,FT Sec. Latency,Vm Failover In Progress,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Reboot PowerOff,EFI Secure boot,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,Backup status,ClusterInvariantVMMId,Last backup,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,Customization Info,Guest Detailed Data,VM ID,SMBIOS UUID,VM UUID,VI SDK Server type,VI SDK API Version,VI SDK Server,VI SDK UUID
dvportgroup-1650,poweredOn,False,,,,connected,running,,False,2025-11-04T04:40:13.997933+00:00,,,0,2023-01-13 23:05:51.904201+00:00,2025-12-21T02:39:33.228889Z,2,,12288,491,1,1,81927,,,,,,,172.21.74.244,dvportgroup-1650,,,,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,218616,144057,94797,,,,,,,0,10000,False,False,False,False,efi,vmx-21,,,,[FS1-P-ESX-VM-02] P-ZB-GRAFANA-01/P-ZB-GRAFANA-01.vmx,[FS1-P-ESX-VM-02] P-ZB-GRAFANA-01/,[FS1-P-ESX-VM-02] P-ZB-GRAFANA-01/,[FS1-P-ESX-VM-02] P-ZB-GRAFANA-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Other 2.6.x Linux (64-bit),,,,vm-8074,4234b213-3440-d970-aeef-fdaae1bf7e90,4234b213-3440-d970-aeef-fdaae1bf7e90,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5034c0d4-d2ca-da58-7bef-f20bfb2e6c4b
dvportgroup-1653,poweredOn,False,,,,connected,running,,False,2025-11-04T05:06:37.997933+00:00,,,0,2024-10-23 21:45:55.224738+00:00,2025-05-23T19:24:58.176941Z,4,,16384,983,1,3,389120,,,,,,,172.21.85.203,dvportgroup-1653,,,,,,,,,,Resources,group-v16,INFRA-VM-PRODUCCION-BANNER,,,notConfigured,,,,,,862699,484243,451377,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-02] P-BAN9-BATCH-01/P-BAN9-BATCH-01.vmx,[FS1-P-ESX-VM-02] P-BAN9-BATCH-01/,[FS1-P-ESX-VM-02] P-BAN9-BATCH-01/,[FS1-P-ESX-VM-02] P-BAN9-BATCH-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,vm-3732,42068928-62d1-cc0d-faf2-5064b42de985,42068928-62d1-cc0d-faf2-5064b42de985,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50069a60-b221-9a57-f45d-282cb78efddc
dvportgroup-1653,poweredOn,False,,,,connected,running,,False,2025-11-04T05:06:29.997933+00:00,,,0,2024-10-23 21:23:39.167452+00:00,2025-12-21T02:26:15.259497Z,4,,16384,3768,1,3,245760,,,,,,,172.21.85.213,dvportgroup-1653,,,,,,,,,,Resources,group-v16,INFRA-VM-PRODUCCION-BANNER,,,notConfigured,,,,,,582746,364473,331606,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-03] P-BAN9-APP-03/P-BAN9-APP-03.vmx,[FS1-P-ESX-VM-03] P-BAN9-APP-03/,[FS1-P-ESX-VM-03] P-BAN9-APP-03/,[FS1-P-ESX-VM-03] P-BAN9-APP-03/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,vm-3726,4206159c-e572-a6c4-19f2-9ab58eeb3251,4206159c-e572-a6c4-19f2-9ab58eeb3251,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50067745-0027-e5df-18ae-7661c48240f0
dvportgroup-1653,poweredOn,False,,,,connected,running,,False,2025-11-04T04:56:11.997933+00:00,,,0,2024-10-23 21:10:39.664558+00:00,2025-12-21T02:26:15.483821Z,4,,16384,1638,1,3,215040,,,,,,,172.21.85.200,dvportgroup-1653,,,,,,,,,,Resources,group-v16,INFRA-VM-PRODUCCION-BANNER,,,notConfigured,,,,,,594304,413018,363760,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-02] P-BAN9-ETHOS-01/P-BAN9-ETHOS-01.vmx,[FS1-P-ESX-VM-02] P-BAN9-ETHOS-01/,[FS1-P-ESX-VM-02] P-BAN9-ETHOS-01/,[FS1-P-ESX-VM-02] P-BAN9-ETHOS-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,vm-3718,4206c8fc-70ed-2b8b-5411-1889611998de,4206c8fc-70ed-2b8b-5411-1889611998de,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50069bf8-d1af-5145-f484-250d66cee39a
dvportgroup-1651,poweredOn,False,,,,connected,running,,False,2025-11-04T04:22:33.997933+00:00,,,0,2022-12-30 23:48:16.836878+00:00,2025-12-22T17:47:02.121887Z,4,,16384,327,2,1,30720,,,,,,,172.21.75.11,dvportgroup-1648,dvportgroup-1651,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,47199,47199,30720,,,,,,,0,10,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-06] P-NSS-01/P-NSS-01.vmx,[FS1-P-ESX-VM-06] P-NSS-01/,[FS1-P-ESX-VM-06] P-NSS-01/,[FS1-P-ESX-VM-06] P-NSS-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 7 (64-bit),,,,vm-551,564dea4b-6234-26d7-d9fa-9a18fb7c8132,564dea4b-6234-26d7-d9fa-9a18fb7c8132,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,52a1f8e4-4f2d-d160-ab6c-4cd8dd298829
dvportgroup-1651,poweredOn,False,,,,connected,running,,False,2025-11-04T04:33:56.997933+00:00,,,0,2023-08-01 16:05:38.938583+00:00,2025-11-30T00:00:36.771736Z,8,,16384,655,1,2,46080,,,,,,,172.21.75.176,dvportgroup-1651,,,,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,125031,111366,78495,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-01] P-RADIUS-02/P-RADIUS-02.vmx,[FS1-P-ESX-VM-01] P-RADIUS-02/,[FS1-P-ESX-VM-01] P-RADIUS-02/,[FS1-P-ESX-VM-01] P-RADIUS-02/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Ubuntu Linux (64-bit),,,,vm-1338,42342688-eacb-51ae-8501-47cdf5171af8,42342688-eacb-51ae-8501-47cdf5171af8,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5034298d-7413-3d6f-ab24-99807cb1bd9d
V-SWITCH-40,poweredOn,False,,,,connected,running,,False,2025-11-04T04:41:29.997933+00:00,,,0,2025-07-31 16:14:19.485224+00:00,2025-12-21T02:39:33.495534Z,32,,65536,655,5,2,532480,,,,,,,192.168.1.99,dvportgroup-8452,dvportgroup-8452,V-SWITCH-40,V-SWITCH-40,,,,,,,Resources,group-v25,SEGURIDAD-VM-TEST,,,notConfigured,,,,,,598158,598158,532480,,,,,,,0,10000,False,False,False,False,bios,vmx-10,,,,[FS1-P-ESX-VM-06] T-FORTIDATA-01/T-FORTIDATA-01.vmx,[FS1-P-ESX-VM-06] T-FORTIDATA-01/,[FS1-P-ESX-VM-06] T-FORTIDATA-01/,[FS1-P-ESX-VM-06] T-FORTIDATA-01/,FortiData Virtual Appliance by Fortinet Technologies Inc. (http://www.fortinet.com),,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Other 2.6.x Linux (64-bit),,,,vm-13355,42064a5d-a00a-389b-476e-2d1415228c4d,42064a5d-a00a-389b-476e-2d1415228c4d,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50061d7f-74b4-4e74-b171-04e2ec84a096
dvportgroup-1650,poweredOn,False,,,,connected,running,,False,2025-11-04T04:40:53.997933+00:00,,,0,2025-06-06 17:46:10.203049+00:00,2025-12-21T02:39:33.098435Z,3,,8192,81,1,1,51200,,,,,,,,dvportgroup-1650,,,,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,59476,59476,51200,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-02] P-ZB-PROXY-OL9-02/P-ZB-PROXY-OL9-02.vmx,[FS1-P-ESX-VM-02] P-ZB-PROXY-OL9-02/,[FS1-P-ESX-VM-02] P-ZB-PROXY-OL9-02/,[FS1-P-ESX-VM-02] P-ZB-PROXY-OL9-02/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 9 (64-bit),,,,vm-11265,420630b1-5d78-334d-033f-6bd6bcb7aaac,420630b1-5d78-334d-033f-6bd6bcb7aaac,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5006bdd2-0864-ccf8-4bb3-a1664db95fdb
dvportgroup-8452,poweredOn,False,,,,connected,running,,False,2025-11-04T05:52:05.997933+00:00,,,0,2025-03-26 14:06:44.038352+00:00,2025-12-23T19:00:42.514392Z,8,,8192,983,1,1,61440,,,,,,,172.21.64.12,dvportgroup-8452,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,69736,69736,61440,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-07] T-DB-GALERA-OL95-02/T-DB-GALERA-OL95-02.vmx,[FS1-P-ESX-VM-07] T-DB-GALERA-OL95-02/,[FS1-P-ESX-VM-07] T-DB-GALERA-OL95-02/,[FS1-P-ESX-VM-07] T-DB-GALERA-OL95-02/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 9 (64-bit),,,,vm-8617,42069f4c-12fd-705a-e635-63d62a5ee531,42069f4c-12fd-705a-e635-63d62a5ee531,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50060c21-ef73-e9a5-9079-e4dc2bad518c
dvportgroup-1651,poweredOn,False,,,,connected,running,,False,2025-11-04T05:04:37.997933+00:00,,,0,2023-05-04 20:42:41.634611+00:00,2025-12-21T02:26:15.440236Z,4,,8192,4014,1,2,317447,,,,,,,172.21.75.156,dvportgroup-1651,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,974450,772612,731541,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-06] P-BIBREPO-OLNX-01/P-BIBREPO-OLNX-01.vmx,[FS1-P-ESX-VM-06] P-BIBREPO-OLNX-01/,[FS1-P-ESX-VM-06] P-BIBREPO-OLNX-01/,[FS1-P-ESX-VM-06] P-BIBREPO-OLNX-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Other 2.6.x Linux (64-bit),,,,vm-8053,42342276-bbaa-d496-4625-f853a87f533a,42342276-bbaa-d496-4625-f853a87f533a,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50349c2b-c09f-606e-807b-466d076cd75f
dvportgroup-1655,poweredOn,False,,,,connected,running,,False,2025-11-04T05:16:56.997933+00:00,,,0,2025-02-26 20:23:44.398071+00:00,2025-12-23T20:03:44.207451Z,8,,8192,819,1,1,61440,,,,,,,172.21.65.62,dvportgroup-1655,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,200774,153267,120371,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-03] P-DB-GALERA-OL9-02/P-DB-GALERA-OL9-02.vmx,[FS1-P-ESX-VM-03] P-DB-GALERA-OL9-02/,[FS1-P-ESX-VM-03] P-DB-GALERA-OL9-02/,[FS1-P-ESX-VM-03] P-DB-GALERA-OL9-02/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 9 (64-bit),,,,vm-8111,42061b30-b42a-95ea-ca9c-78b6bc7cc44c,42061b30-b42a-95ea-ca9c-78b6bc7cc44c,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5006e27a-ee09-6ae9-4ce1-d9c569927778
dvportgroup-1655,poweredOn,False,,,,connected,running,,False,2025-11-04T05:17:52.997933+00:00,,,0,2025-02-26 20:25:20.858680+00:00,2025-12-23T20:03:48.86672Z,8,,8192,737,1,1,61440,,,,,,,172.21.65.63,dvportgroup-1655,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,201269,153053,120158,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-06] P-DB-GALERA-OL9-03/P-DB-GALERA-OL9-03.vmx,[FS1-P-ESX-VM-06] P-DB-GALERA-OL9-03/,[FS1-P-ESX-VM-06] P-DB-GALERA-OL9-03/,[FS1-P-ESX-VM-06] P-DB-GALERA-OL9-03/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 9 (64-bit),,,,vm-7352,420605d8-5021-f2eb-0ee7-e7865fac5a3f,420605d8-5021-f2eb-0ee7-e7865fac5a3f,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5006f685-6343-70b0-07f7-9f7f3eb52760
dvportgroup-1651,poweredOn,False,,,,connected,running,,False,2025-12-11T17:12:14.997933+00:00,,,0,2025-11-25 21:41:37.940428+00:00,2025-12-06T08:01:30.01203Z,8,,32768,1638,1,2,317454,,,,,,,172.21.75.204,dvportgroup-1651,,,,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,350318,311768,278906,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-05] P-WWW4-OL-01-NEW/P-WWW4-OL-01-NEW.vmx,[FS1-P-ESX-VM-05] P-WWW4-OL-01-NEW/,[FS1-P-ESX-VM-05] P-WWW4-OL-01-NEW/,[FS1-P-ESX-VM-05] P-WWW4-OL-01-NEW/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Other 2.6.x Linux (64-bit),,,,vm-16118,4206b1c0-c328-a064-5211-e74d45ffa390,4206b1c0-c328-a064-5211-e74d45ffa390,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50065d8e-4a8d-dfde-ca5d-04324b5c187b
dvportgroup-8452,poweredOn,False,,,,connected,running,,False,2025-11-04T05:52:07.997933+00:00,,,0,2025-03-26 14:09:04.771002+00:00,2025-12-23T19:00:42.130187Z,8,,8192,245,1,1,61440,,,,,,,172.21.64.13,dvportgroup-8452,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,69735,69735,61440,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-07] T-DB-GALERA-OL95-03/T-DB-GALERA-OL95-03.vmx,[FS1-P-ESX-VM-07] T-DB-GALERA-OL95-03/,[FS1-P-ESX-VM-07] T-DB-GALERA-OL95-03/,[FS1-P-ESX-VM-07] T-DB-GALERA-OL95-03/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 9 (64-bit),,,,vm-8618,4206a105-fe4c-4a58-a8e0-ff358d812df3,4206a105-fe4c-4a58-a8e0-ff358d812df3,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,500606bf-9266-a386-8831-d72c5ce88676
VM Network,poweredOn,False,,,,connected,running,,False,2025-06-09T02:43:08.998109+00:00,,,0,2025-03-08 23:33:25.586431+00:00,2025-12-21T03:45:23.875281Z,4,,21504,3010,1,17,718279,,,,,,,10.78.78.101,VM Network,,,,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,886377,262734,219629,,,,,,,0,10000,False,False,False,False,bios,vmx-10,,,,[FS1-P-ESX-VM-05] P-VC-01/P-VC-01.vmx,[FS1-P-ESX-VM-05] P-VC-01/,[FS1-P-ESX-VM-05] P-VC-01/,[FS1-P-ESX-VM-05] P-VC-01/,VMware vCenter Server Appliance,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Other 3.x or later Linux (64-bit),,,,vm-8103,420f5874-50bb-5069-8c0f-d4704f6a5a41,420f5874-50bb-5069-8c0f-d4704f6a5a41,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,500fcfdc-e218-df89-a964-ab35579c4c90
dvportgroup-1651,poweredOn,False,,,,connected,running,,False,2025-11-04T04:33:05.998109+00:00,,,0,2023-01-27 17:00:10.281667+00:00,2025-12-21T02:27:46.442163Z,8,,32768,1638,1,1,256007,,,,,,,172.21.75.167,dvportgroup-1651,,,,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,684287,434269,270307,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-02] P-MOODLE-OL-03/P-MOODLE-OL-03.vmx,[FS1-P-ESX-VM-02] P-MOODLE-OL-03/,[FS1-P-ESX-VM-02] P-MOODLE-OL-03/,[FS1-P-ESX-VM-02] P-MOODLE-OL-03/,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,CentOS 7 (64-bit),,,,vm-8026,42347f03-a164-85c1-9567-b53146c313ee,42347f03-a164-85c1-9567-b53146c313ee,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5034be36-ba82-7108-0894-ab20daf7407a
dvportgroup-1651,poweredOn,False,,,,connected,running,,False,2025-12-20T22:18:00.998109+00:00,,,0,2023-01-30 20:20:08.253073+00:00,2025-12-22T23:00:40.188714Z,8,,24576,2949,1,1,153600,,,,,,,172.21.75.21,dvportgroup-1651,,,,,,,,,,Resources,group-v26,Discovered virtual machine,,,notConfigured,,,,,,178283,178283,153600,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-03] P-AD-DS-06/P-AD-DS-06.vmx,[FS1-P-ESX-VM-03] P-AD-DS-06/,[FS1-P-ESX-VM-03] P-AD-DS-06/,[FS1-P-ESX-VM-03] P-AD-DS-06/,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Microsoft Windows Server 2019 (64-bit),,,,vm-1349,42342f57-0190-21bb-3085-c64d93aa9553,42342f57-0190-21bb-3085-c64d93aa9553,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5034ee2b-aa87-cf56-265b-960e99f7f224
dvportgroup-1653,poweredOn,False,,,,connected,running,,False,2025-11-04T05:06:34.998109+00:00,,,0,2024-10-23 21:23:15.644712+00:00,2025-12-21T02:27:10.607368Z,4,,16384,1310,1,3,245760,,,,,,,172.21.85.215,dvportgroup-1653,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,568804,354550,321683,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-05] P-BAN9-APP-05/P-BAN9-APP-05.vmx,[FS1-P-ESX-VM-05] P-BAN9-APP-05/,[FS1-P-ESX-VM-05] P-BAN9-APP-05/,[FS1-P-ESX-VM-05] P-BAN9-APP-05/,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,vm-8088,4206a7b7-f27d-4cc2-3e2c-605ae6e79335,4206a7b7-f27d-4cc2-3e2c-605ae6e79335,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50069afc-5f05-78cf-3a1d-d49d0787d3ce
VM Network,poweredOn,False,,,,connected,running,,False,2025-11-04T04:37:36.998109+00:00,,,0,2023-04-05 19:52:38.261158+00:00,2025-12-21T02:27:47.710127Z,8,,16384,1638,4,2,972814,,,,,,,172.21.75.90,dvportgroup-1651,VM Network,VM Network,VM Network,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,1535032,1036520,1020023,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-03] P-IMP-DBF-01/P-IMP-DBF-01.vmx,[FS1-P-ESX-VM-03] P-IMP-DBF-01/,[FS1-P-ESX-VM-03] P-IMP-DBF-01/,[FS1-P-ESX-VM-03] P-IMP-DBF-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Red Hat Enterprise Linux 6 (64-bit),,,,vm-8062,42343d77-0841-b858-a618-d9fe5c72cbc1,42343d77-0841-b858-a618-d9fe5c72cbc1,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50340a4a-4540-9d1a-c993-957f935b5949
dvportgroup-1651,poweredOn,False,,,,connected,running,,False,2025-11-04T04:32:50.998109+00:00,,,0,2024-02-14 20:28:42.841893+00:00,2025-12-21T02:27:42.174667Z,4,,8192,573,1,1,112655,,,,,,,172.21.75.192,dvportgroup-1651,,,,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,142183,54809,46528,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-06] P-MINEMELDPA-01/P-MINEMELDPA-01.vmx,[FS1-P-ESX-VM-06] P-MINEMELDPA-01/,[FS1-P-ESX-VM-06] P-MINEMELDPA-01/,[FS1-P-ESX-VM-06] P-MINEMELDPA-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Other 2.6.x Linux (64-bit),,,,vm-8035,4234f950-35d8-3012-5ab0-db8a6d5e3e6f,4234f950-35d8-3012-5ab0-db8a6d5e3e6f,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5034c88c-415b-057e-57e9-bfa586bb5053
dvportgroup-1651,poweredOn,False,,,,connected,running,,False,2025-11-04T04:30:40.998109+00:00,,,0,2025-04-17 02:37:53.547149+00:00,2025-12-21T02:27:10.485094Z,12,,24576,245,1,1,112647,,,,,,,172.21.75.29,dvportgroup-1651,,,,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,137327,130293,105614,,,,,,,0,10000,False,False,False,False,bios,vmx-13,,,,[FS1-P-ESX-VM-03] P-NG-01/P-NG-01.vmx,[FS1-P-ESX-VM-03] P-NG-01/,[FS1-P-ESX-VM-03] P-NG-01/,[FS1-P-ESX-VM-03] P-NG-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Other 2.6.x Linux (64-bit),,,,vm-9312,4206abba-7c1d-40ee-6a6f-7d6a60084ed5,4206abba-7c1d-40ee-6a6f-7d6a60084ed5,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50060ba5-7589-397a-91c6-2da363b2396a
dvportgroup-1655,poweredOn,False,,,,connected,running,,False,2025-11-04T05:09:29.998109+00:00,,,0,2025-02-26 17:23:04.502248+00:00,2025-12-23T20:00:37.993193Z,8,,8192,1228,1,1,61440,,,,,,,172.21.65.61,dvportgroup-1655,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,223523,173750,132654,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-03] P-DB-GALERA-OL9-01/P-DB-GALERA-OL9-01.vmx,[FS1-P-ESX-VM-03] P-DB-GALERA-OL9-01/,[FS1-P-ESX-VM-03] P-DB-GALERA-OL9-01/,[FS1-P-ESX-VM-03] P-DB-GALERA-OL9-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 9 (64-bit),,,,vm-8090,4206b465-aa07-99d6-72dc-ebac45e67101,4206b465-aa07-99d6-72dc-ebac45e67101,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,500694b4-a643-ceb7-c632-dc0e37d74576
dvportgroup-1655,poweredOn,False,,,,connected,running,,False,2025-11-04T05:05:27.998109+00:00,,,0,2024-03-18 18:21:46.835852+00:00,2025-12-21T02:27:10.561529Z,4,,4096,778,1,1,61440,,,,,,,172.21.65.31,dvportgroup-1655,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,181590,132828,108123,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-01] P-APP-PASEC-OLN-01/P-APP-PASEC-OLN-01.vmx,[FS1-P-ESX-VM-01] P-APP-PASEC-OLN-01/,[FS1-P-ESX-VM-01] P-APP-PASEC-OLN-01/,[FS1-P-ESX-VM-01] P-APP-PASEC-OLN-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,vm-8039,42346642-bb33-a022-d534-3acfe74d6527,42346642-bb33-a022-d534-3acfe74d6527,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50344691-b065-308c-9774-dad440728f33
dvportgroup-1646,poweredOn,False,,,,connected,running,,False,2025-11-04T05:05:30.998109+00:00,,,0,2024-03-15 12:14:42.525824+00:00,2025-12-21T02:27:10.463671Z,2,,4096,1474,1,1,102400,,,,,,,172.21.67.34,dvportgroup-1646,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,316256,225898,197093,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-02] P-APP-REDCAP-OLN-01/P-APP-REDCAP-OLN-01.vmx,[FS1-P-ESX-VM-02] P-APP-REDCAP-OLN-01/,[FS1-P-ESX-VM-02] P-APP-REDCAP-OLN-01/,[FS1-P-ESX-VM-02] P-APP-REDCAP-OLN-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,vm-8057,42347d24-890b-44ec-c338-97eea492b889,42347d24-890b-44ec-c338-97eea492b889,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5034cfa2-b6dd-0855-e55d-9ee1689ffe32
dvportgroup-1653,poweredOff,False,,,,connected,notRunning,,False,,,,0,2025-12-03 17:01:22.168795+00:00,2025-12-03T17:01:22.212364Z,4,,16384,0,1,3,245760,,,,,,,,dvportgroup-1653,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,262417,245760,245760,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-05] P-BAN9-APP-01-CL/P-BAN9-APP-01-CL.vmx,[FS1-P-ESX-VM-05] P-BAN9-APP-01-CL/,[FS1-P-ESX-VM-05] P-BAN9-APP-01-CL/,[FS1-P-ESX-VM-05] P-BAN9-APP-01-CL/,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,vm-16271,4206a87a-160d-2ab1-f062-df6a9bf284da,4206a87a-160d-2ab1-f062-df6a9bf284da,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50062d2f-e22f-3e1f-a614-9fec925fdec5
