VM,Powerstate,Template,SRM Placeholder,NIC label,Adapter,Network,Switch,Connected,Starts Connected,Mac Address,Type,IPv4 Address,IPv6 Address,Direct Path IO,Internal Sort Column,Annotation,Backup status,ClusterInvariantVMMId,Last backup,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server,VI SDK UUID
S2-PA-01,poweredOn,False,FALSE,Network adapter 4,vim.vm.device.VirtualVmxnet3,S-CAMPUS-21,,False,False,,assigned,,,,S2-PA-01 Network adapter 4,PA-VM-10.1.9,,50347d64-8174-5c71-e177-fd2547d1e916,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,CentOS 4/5/6/7 (64-bit),CentOS 4/5/6/7 (64-bit),vm-8008,4234b07f-393b-06f3-7085-0d58c9cc2213,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S2-PA-01,poweredOn,False,FALSE,Network adapter 5,vim.vm.device.VirtualVmxnet3,S-VLAN-4074,,False,False,,assigned,,,,S2-PA-01 Network adapter 5,PA-VM-10.1.9,,50347d64-8174-5c71-e177-fd2547d1e916,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,CentOS 4/5/6/7 (64-bit),CentOS 4/5/6/7 (64-bit),vm-8008,4234b07f-393b-06f3-7085-0d58c9cc2213,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S2-PA-01,poweredOn,False,FALSE,Network adapter 6,vim.vm.device.VirtualVmxnet3,TRUNK,VM,False,False,,assigned,,,,S2-PA-01 Network adapter 6,PA-VM-10.1.9,,50347d64-8174-5c71-e177-fd2547d1e916,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,CentOS 4/5/6/7 (64-bit),CentOS 4/5/6/7 (64-bit),vm-8008,4234b07f-393b-06f3-7085-0d58c9cc2213,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S-WIN-TEST,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000e,S3-SRV-4074,VM,True,True,,assigned,,,,S-WIN-TEST Network adapter 1,,,50065cda-2b7d-79e1-8044-1baacdd0daa6,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-SANDBOX,Microsoft Windows Server 2019 (64-bit),,vm-10024,4206cd4a-e5d9-65a2-6e73-a50038b7742b,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S2-LNX-ROUTER-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,TRUNK,VM,True,False,,assigned,,,,S2-LNX-ROUTER-01 Network adapter 1,,,50342f78-e984-c8f3-9c47-187faa5826ea,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-8006,4234be14-2cfb-6c1b-878d-0dfa7ecf853e,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S2-LNX-ROUTER-01,poweredOn,False,FALSE,Network adapter 4,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,False,False,,assigned,,,,S2-LNX-ROUTER-01 Network adapter 4,,,50342f78-e984-c8f3-9c47-187faa5826ea,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-8006,4234be14-2cfb-6c1b-878d-0dfa7ecf853e,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-EVE-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,S3-CAMPUS-40,VM,True,True,,assigned,,,,T-EVE-01 Network adapter 1,,,50061009-97f5-2696-1255-a7c4a308017b,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-8005,4206e282-b4f3-c19f-25db-6dee371c57db,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S2-P-NG-01_1,poweredOff,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000,S3-SRV-4085,VM,False,True,,assigned,,,,S2-P-NG-01_1 Network adapter 1,,,50061a44-9525-74bb-1c3c-53d9ecbf9fea,,USFQ,USFQ-SANDBOX,s-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-SANDBOX,Other 2.6.x Linux (64-bit),,vm-9322,4206cec7-bd94-7db0-bb7f-2fa3bd9300e1,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-GITLAB-OLNX-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-64,VM,True,True,,assigned,,,,T-GITLAB-OLNX-01 Network adapter 1,,,500662eb-9eb5-41dc-76d4-ee6243a492da,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-TEST,CentOS 4/5 (64-bit),CentOS 7 (64-bit),vm-16030,4206e4c8-7878-da40-7271-dc6879e2fd4d,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-BAN-APP-04,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,VM,True,True,,assigned,,,,T-BAN-APP-04 Network adapter 1,,,503427f1-b8a7-9aae-0583-bb148538b982,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-202,42349488-4481-dbac-5e3d-e87c86691cc6,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-ACR-CLOUD-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,True,,assigned,,,,T-ACR-CLOUD-01 Network adapter 1,{AB53A0F1-AD54-480f-80BB-FC72DC41DF53},,5006e103-246a-89bd-dd84-f3b56a579f69,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm,Other 3.x Linux (64-bit),Other 6.x or later Linux (64-bit),vm-8419,42062078-590a-280b-abf3-a48435da443b,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-BAN-BEPBRIM-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,VM,True,False,,assigned,,,,T-BAN-BEPBRIM-01 Network adapter 1,,,5034e992-1a63-d1e9-aae0-65277acd1a6a,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-208,42343e95-9a7a-9d8e-868e-9f5ca1021b56,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-VM-PA-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,True,,assigned,,,,T-VM-PA-01 Network adapter 1,PA-VM-11.1.6,,5006fb88-602e-6a57-67d0-ea152590b7b8,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-TEST,CentOS 4/5 (64-bit),CentOS 4/5 (64-bit),vm-9868,420681e1-5bec-416e-e425-eb04d3fa5898,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-VM-PA-01,poweredOn,False,FALSE,Network adapter 2,vim.vm.device.VirtualVmxnet3,V-PUBLIC-190,VM,True,True,,assigned,,,,T-VM-PA-01 Network adapter 2,PA-VM-11.1.6,,5006fb88-602e-6a57-67d0-ea152590b7b8,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-TEST,CentOS 4/5 (64-bit),CentOS 4/5 (64-bit),vm-9868,420681e1-5bec-416e-e425-eb04d3fa5898,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-VM-PA-01,poweredOn,False,FALSE,Network adapter 3,vim.vm.device.VirtualVmxnet3,V-P2P-PA-1070,VM,True,True,,assigned,,,,T-VM-PA-01 Network adapter 3,PA-VM-11.1.6,,5006fb88-602e-6a57-67d0-ea152590b7b8,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-TEST,CentOS 4/5 (64-bit),CentOS 4/5 (64-bit),vm-9868,420681e1-5bec-416e-e425-eb04d3fa5898,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-VM-PA-01,poweredOn,False,FALSE,Network adapter 4,vim.vm.device.VirtualVmxnet3,V-TEST-102,VM,True,True,,assigned,,,,T-VM-PA-01 Network adapter 4,PA-VM-11.1.6,,5006fb88-602e-6a57-67d0-ea152590b7b8,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-TEST,CentOS 4/5 (64-bit),CentOS 4/5 (64-bit),vm-9868,420681e1-5bec-416e-e425-eb04d3fa5898,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-VM-PA-01,poweredOn,False,FALSE,Network adapter 5,vim.vm.device.VirtualVmxnet3,V-TEST-103,VM,True,True,,assigned,,,,T-VM-PA-01 Network adapter 5,PA-VM-11.1.6,,5006fb88-602e-6a57-67d0-ea152590b7b8,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-TEST,CentOS 4/5 (64-bit),CentOS 4/5 (64-bit),vm-9868,420681e1-5bec-416e-e425-eb04d3fa5898,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
D-CUSTOM-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-HUBI-JAIL-79,VM,True,True,,assigned,,,,D-CUSTOM-01 Network adapter 1,,,5034ec9f-fe95-9c95-240a-ac7c2a49b3a7,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Other 2.6.x Linux (64-bit),Oracle Linux 8 (64-bit),vm-218,423471f1-2494-7dba-d451-29b8470720c5,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-FIN-MS-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-TEST-FIN-1280,VM,True,True,,assigned,,,,T-FIN-MS-01 Network adapter 1,,,50340d57-d7f0-5952-3512-1534d37d13d8,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Other 2.6.x Linux (64-bit),Oracle Linux 8 (64-bit),vm-199,4234c2ba-e2e4-4151-e3c9-e508632241d3,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-POC-LUMU-01,poweredOff,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000,V-SRV-64,VM,False,True,,assigned,,,,T-POC-LUMU-01 Network adapter 1,,,5006192e-ce0e-be8b-ca31-6a383c42a66c,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-TEST,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-8187,4206cb45-f318-de89-8de8-60f5576a514d,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-BAN-APP-05,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,VM,True,True,,assigned,,,,T-BAN-APP-05 Network adapter 1,,,50347a7b-e862-cbde-ee5c-8cdd045d8246,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-211,42345d8f-a3a6-d0bb-5fdd-eecd0099cdfc,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-ANS-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-75,VM,True,True,,assigned,,,,P-ANS-01 Network adapter 1,,,50349c71-e717-000f-442c-9f86413e56ac,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm,Other 2.6.x Linux (64-bit),Oracle Linux 7 (64-bit),vm-469,423493e0-6f6d-b6a1-dc30-e1efb751a1dc,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-WIN-02,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000e,V-TI-10,VM,True,True,,assigned,,,,T-WIN-02 Network adapter 1,,,50066641-e47e-600f-85fe-ab0d5e052e78,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm,Microsoft Windows Server 2019 (64-bit),,vm-11242,4206c918-054e-f698-113a-f1a9cb6b0cf9,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-BAN-ADMP-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,VM,True,True,,assigned,,,,T-BAN-ADMP-01 Network adapter 1,,,5034213b-2202-ef02-3639-3f22e2a9c080,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-216,4234e8f3-2d87-9b49-96a1-153e417ce678,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-WIN-10,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000e,V-ESTUDIANTES-100,VM,True,True,,assigned,,,,T-WIN-10 Network adapter 1,,,50342a4c-47b4-420a-cbfe-a1cd1187e52d,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Microsoft Windows 10 (64-bit),Microsoft Windows 10 (64-bit),vm-219,42340efb-098b-f79c-b8db-e39f29d81b75,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-WIN-10,poweredOn,False,FALSE,Network adapter 2,vim.vm.device.VirtualVmxnet3,V-LAB-224,VM,False,True,,assigned,,,,T-WIN-10 Network adapter 2,,,50342a4c-47b4-420a-cbfe-a1cd1187e52d,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Microsoft Windows 10 (64-bit),Microsoft Windows 10 (64-bit),vm-219,42340efb-098b-f79c-b8db-e39f29d81b75,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-WIN-10,poweredOn,False,FALSE,Network adapter 3,vim.vm.device.VirtualE1000e,V-SWTICH-21,VM,False,True,,assigned,,,,T-WIN-10 Network adapter 3,,,50342a4c-47b4-420a-cbfe-a1cd1187e52d,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Microsoft Windows 10 (64-bit),Microsoft Windows 10 (64-bit),vm-219,42340efb-098b-f79c-b8db-e39f29d81b75,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-BAN-SSB-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,VM,True,True,,assigned,,,,T-BAN-SSB-01 Network adapter 1,,,50348d19-d055-2320-6f00-b0744ff369e0,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-210,42341d93-4b17-92e9-b4f9-22a2d61ee850,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
D-CUSTOM-02,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-HUBI-JAIL-79,VM,True,True,,assigned,,,,D-CUSTOM-02 Network adapter 1,,,503434ae-73a0-49c5-b58b-c0b1efd52091,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-172,42343cfe-2e47-e0db-ce41-b189a3b738ee,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-ACR-CLOUD-02,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,True,,assigned,,,,T-ACR-CLOUD-02 Network adapter 1,{AB53A0F1-AD54-480f-80BB-FC72DC41DF53},,50063db8-4cd0-cd95-0914-3731cafb0349,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm,Other 3.x Linux (64-bit),Other 6.x or later Linux (64-bit),vm-10005,42068a41-0ec4-1670-0f8f-35f53921a856,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-BAN-APP-06,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,VM,True,True,,assigned,,,,T-BAN-APP-06 Network adapter 1,,,5034be66-1d83-e9ea-fe8c-11e9d636305c,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-209,423488eb-3dbf-bc82-7ae0-2f891540a27e,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
D-HUBI-LNX-02,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000,V-HUBI-JAIL-79,VM,True,True,,assigned,,,,D-HUBI-LNX-02 Network adapter 1,,,5034ff00-3bb8-1420-a10a-fea6f35af345,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm,CentOS 7 (64-bit),CentOS 7 (64-bit),vm-175,4234faeb-a75f-8ac4-d742-c449dff85bcc,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-BAN-BATCH-01,poweredOn,False,FALSE,Network adapter 2,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,VM,True,True,,assigned,,,,T-BAN-BATCH-01 Network adapter 2,,,5034ee35-1faa-b135-0249-edc1e3c0660b,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-214,42347c7b-aa43-24d5-a6a4-cf2f0ad05d6a,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-BAN-APP-02,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,VM,True,True,,assigned,,,,T-BAN-APP-02 Network adapter 1,,,5034275a-781f-ca0a-7469-739b487105a0,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-198,42340a53-1fc2-c859-ff08-4e93abf5de12,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-BAN-APP-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,VM,True,True,,assigned,,,,T-BAN-APP-01 Network adapter 1,,,503423aa-4e0e-955f-883f-0000ae2fa7e5,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-197,42340bde-6e72-a748-452a-6e514a70a428,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-ORPHEUS-01,poweredOff,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-64,VM,False,True,,assigned,,,,T-ORPHEUS-01 Network adapter 1,,,503448e9-e4be-65ca-3d5a-c23859c26ee5,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,CentOS 7 (64-bit),,vm-191,4234c984-f486-0a77-49d1-baeae6360810,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-BAN-APP-03,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,VM,True,True,,assigned,,,,T-BAN-APP-03 Network adapter 1,,,5034372c-d32c-78e5-2acb-525ff245c5a6,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-196,423410f1-72dc-a378-ab90-9462fca74872,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-WIN-ADM-01,poweredOff,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000e,V-TI-10,VM,False,True,,assigned,,,,P-WIN-ADM-01 Network adapter 1,,,5034cf2d-7274-7061-a1ef-c6cd0ab0658a,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/COMUNICACIONES-VM-PRODUCCION,Microsoft Windows Server 2019 (64-bit),,vm-1389,4234f382-6961-70d8-6e60-04a901f1e030,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-WIN-ADM-01,poweredOff,False,FALSE,Network adapter 2,vim.vm.device.VirtualVmxnet3,V-ESTUDIANTES-100,VM,False,True,,assigned,,,,P-WIN-ADM-01 Network adapter 2,,,5034cf2d-7274-7061-a1ef-c6cd0ab0658a,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/COMUNICACIONES-VM-PRODUCCION,Microsoft Windows Server 2019 (64-bit),,vm-1389,4234f382-6961-70d8-6e60-04a901f1e030,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-BAN-ETHOS-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,VM,True,True,,assigned,,,,T-BAN-ETHOS-01 Network adapter 1,,,50341aef-5a5e-1235-c8c2-84acf64e0fa7,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-200,4234f558-4247-4ecb-0219-1d7cc6c39db0,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-RESERVAS-C7-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000,V-SRV-64,VM,True,True,,assigned,,,,T-RESERVAS-C7-01 Network adapter 1,,,500602f2-1d88-3635-df6e-8b6cf2691cd5,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm,CentOS 7 (64-bit),CentOS 7 (64-bit),vm-2137,420666a3-058e-613b-ec37-c9cc8bc609d4,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-BAN-ESM-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,VM,True,True,,assigned,,,,T-BAN-ESM-01 Network adapter 1,,,50342b75-c1ec-5813-5440-ffa3e66cc24c,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-201,42341818-6662-296c-9f3f-476f6cf5113a,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-APP-REDCAP-OLN-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-64,VM,True,True,,assigned,,,,T-APP-REDCAP-OLN-01 Network adapter 1,,,503429f4-4f5f-fd26-e6bd-f7e6a885fb1b,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-169,42342a0a-a98f-d8b3-00a7-11bf3ed0e9ff,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-HUBI-PYTHON-OLNX-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-HUBI-JAIL-79,VM,True,True,,assigned,,,,T-HUBI-PYTHON-OLNX-01 Network adapter 1,,,5034e080-e0b4-af8d-5c2b-4aa1439e443a,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Other 2.6.x Linux (64-bit),Oracle Linux 8 (64-bit),vm-188,423472c6-dfd3-5c70-d63e-6332167f7b84,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
